"","country","indicator","year","value","units"
"1284","Rwanda","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1285","Sao Tome and Principe","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1286","Senegal","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1287","Seychelles","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1288","Sierra Leone","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1289","Somalia","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1290","South Africa","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1291","South Sudan","Presence of porcine cysticercosis","2017","Inconsistent information","presence or absence"
"1292","Sudan","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1293","Togo","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1294","Tunisia","Presence of porcine cysticercosis","2017","No data","presence or absence"
"1295","Uganda","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1296","Tanzania","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1297","Zambia","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1298","Zimbabwe","Presence of porcine cysticercosis","2017","Present","presence or absence"
"1299","Angola","Robust national rabies surveillance",NA,"No (unknown)",NA
"1300","Angola","Robust national rabies control program implemented",NA,"No (unknown)",NA
"1301","Angola","Vaccine Availability",NA,"Limited availability",NA
"1302","Angola","RIG Availability",NA,"Not readily available",NA
"1303","Burundi","Robust national rabies surveillance",NA,"No",NA
"1304","Burundi","Robust national rabies control program implemented",NA,"No",NA
"1305","Burundi","Vaccine Availability",NA,"Limited availability",NA
"1306","Burundi","RIG Availability",NA,"Limited availability",NA
"1307","Benin","Robust national rabies surveillance",NA,"No",NA
"1308","Benin","Robust national rabies control program implemented",NA,"No",NA
"1309","Benin","Vaccine Availability",NA,"Limited availability",NA
"1310","Benin","RIG Availability",NA,"Limited availability",NA
"1311","Burkina Faso","Robust national rabies surveillance",NA,"No",NA
"1312","Burkina Faso","Robust national rabies control program implemented",NA,"No",NA
"1313","Burkina Faso","Vaccine Availability",NA,"Limited availability",NA
"1314","Burkina Faso","RIG Availability",NA,"Limited availability",NA
"1315","Botswana","Robust national rabies surveillance",NA,"No",NA
"1316","Botswana","Robust national rabies control program implemented",NA,"No",NA
"1317","Botswana","Vaccine Availability",NA,"Available",NA
"1318","Botswana","RIG Availability",NA,"Limited availability",NA
"1319","Central African Republic","Robust national rabies surveillance",NA,"No",NA
"1320","Central African Republic","Robust national rabies control program implemented",NA,"No",NA
"1321","Central African Republic","Vaccine Availability",NA,"Limited availability",NA
"1322","Central African Republic","RIG Availability",NA,"Not readily available",NA
"1323","Cote d'Ivoire","Robust national rabies surveillance",NA,"No",NA
"1324","Cote d'Ivoire","Robust national rabies control program implemented",NA,"No",NA
"1325","Cote d'Ivoire","Vaccine Availability",NA,"Limited availability",NA
"1326","Cote d'Ivoire","RIG Availability",NA,"Limited availability",NA
"1327","Cameroon","Robust national rabies surveillance",NA,"No",NA
"1328","Cameroon","Robust national rabies control program implemented",NA,"No",NA
"1329","Cameroon","Vaccine Availability",NA,"Limited availability",NA
"1330","Cameroon","RIG Availability",NA,"Not readily available",NA
"1331","Democratic Republic of the Congo","Robust national rabies surveillance",NA,"No",NA
"1332","Democratic Republic of the Congo","Robust national rabies control program implemented",NA,"No",NA
"1333","Democratic Republic of the Congo","Vaccine Availability",NA,"Limited availability",NA
"1334","Democratic Republic of the Congo","RIG Availability",NA,"Not readily available",NA
"1335","Congo","Robust national rabies surveillance",NA,"No",NA
"1336","Congo","Robust national rabies control program implemented",NA,"No",NA
"1337","Congo","Vaccine Availability",NA,"Limited availability",NA
"1338","Congo","RIG Availability",NA,"Not readily available",NA
"1339","Comoros","Robust national rabies surveillance",NA,"No (unknown)",NA
"1340","Comoros","Robust national rabies control program implemented",NA,"No (unknown)",NA
"1341","Comoros","Vaccine Availability",NA,"Limited availability",NA
"1342","Comoros","RIG Availability",NA,"Limited availability",NA
"1343","Cabo Verde","Robust national rabies surveillance",NA,"No (unknown)",NA
"1344","Cabo Verde","Robust national rabies control program implemented",NA,"No (unknown)",NA
"1345","Cabo Verde","Vaccine Availability",NA,"Limited availability",NA
"1346","Cabo Verde","RIG Availability",NA,"Limited availability",NA
"1347","Djibouti","Robust national rabies surveillance",NA,"No",NA
"1348","Djibouti","Robust national rabies control program implemented",NA,"No",NA
"1349","Djibouti","Vaccine Availability",NA,"Limited availability",NA
"1350","Djibouti","RIG Availability",NA,"Limited availability",NA
"1351","Algeria","Robust national rabies surveillance",NA,"No (unknown)",NA
"1352","Algeria","Robust national rabies control program implemented",NA,"No (unknown)",NA
"1353","Algeria","Vaccine Availability",NA,"Limited availability",NA
"1354","Algeria","RIG Availability",NA,"Available",NA
"1355","Eritrea","Robust national rabies surveillance",NA,"No",NA
"1356","Eritrea","Robust national rabies control program implemented",NA,"No",NA
"1357","Eritrea","Vaccine Availability",NA,"Limited availability",NA
"1358","Eritrea","RIG Availability",NA,"Limited availability",NA
"1359","Ethiopia","Robust national rabies surveillance",NA,"No",NA
"1360","Ethiopia","Robust national rabies control program implemented",NA,"No",NA
"1361","Ethiopia","Vaccine Availability",NA,"Limited availability",NA
