"country","indicator","year","value","units"
"Niger","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Nigeria","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Rwanda","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Sao Tome and Principe","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Senegal","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Seychelles","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Sierra Leone","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Somalia","Presence of porcine cysticercosis","2017","No data","Presence or absence"
"South Africa","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Sudan","Presence of porcine cysticercosis","2017","No data","Presence or absence"
"Eswatini","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Togo","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Tunisia","Presence of porcine cysticercosis","2017","No data","Presence or absence"
"Uganda","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Tanzania","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Zambia","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"Zimbabwe","Presence of porcine cysticercosis","2017","Present","Presence or absence"
"South Sudan","Presence of porcine cysticercosis","2017","Inconsistent information","Presence or absence"
"Angola","Robust national rabies surveillance",NA,"No (unknown)",NA
"Angola","Robust national rabies control program implemented",NA,"No (unknown)",NA
"Angola","Vaccine Availability",NA,"Limited availability",NA
"Angola","RIG Availability",NA,"Not readily available",NA
"Burundi","Robust national rabies surveillance",NA,"No",NA
"Burundi","Robust national rabies control program implemented",NA,"No",NA
"Burundi","Vaccine Availability",NA,"Limited availability",NA
"Burundi","RIG Availability",NA,"Limited availability",NA
"Benin","Robust national rabies surveillance",NA,"No",NA
"Benin","Robust national rabies control program implemented",NA,"No",NA
"Benin","Vaccine Availability",NA,"Limited availability",NA
"Benin","RIG Availability",NA,"Limited availability",NA
"Burkina Faso","Robust national rabies surveillance",NA,"No",NA
"Burkina Faso","Robust national rabies control program implemented",NA,"No",NA
"Burkina Faso","Vaccine Availability",NA,"Limited availability",NA
"Burkina Faso","RIG Availability",NA,"Limited availability",NA
"Botswana","Robust national rabies surveillance",NA,"No",NA
"Botswana","Robust national rabies control program implemented",NA,"No",NA
"Botswana","Vaccine Availability",NA,"Available",NA
"Botswana","RIG Availability",NA,"Limited availability",NA
"Central African Republic","Robust national rabies surveillance",NA,"No",NA
"Central African Republic","Robust national rabies control program implemented",NA,"No",NA
"Central African Republic","Vaccine Availability",NA,"Limited availability",NA
"Central African Republic","RIG Availability",NA,"Not readily available",NA
"Cote d'Ivoire","Robust national rabies surveillance",NA,"No",NA
"Cote d'Ivoire","Robust national rabies control program implemented",NA,"No",NA
"Cote d'Ivoire","Vaccine Availability",NA,"Limited availability",NA
"Cote d'Ivoire","RIG Availability",NA,"Limited availability",NA
"Cameroon","Robust national rabies surveillance",NA,"No",NA
"Cameroon","Robust national rabies control program implemented",NA,"No",NA
"Cameroon","Vaccine Availability",NA,"Limited availability",NA
"Cameroon","RIG Availability",NA,"Not readily available",NA
"Democratic Republic of the Congo","Robust national rabies surveillance",NA,"No",NA
"Democratic Republic of the Congo","Robust national rabies control program implemented",NA,"No",NA
"Democratic Republic of the Congo","Vaccine Availability",NA,"Limited availability",NA
"Democratic Republic of the Congo","RIG Availability",NA,"Not readily available",NA
"Congo","Robust national rabies surveillance",NA,"No",NA
"Congo","Robust national rabies control program implemented",NA,"No",NA
"Congo","Vaccine Availability",NA,"Limited availability",NA
"Congo","RIG Availability",NA,"Not readily available",NA
"Comoros","Robust national rabies surveillance",NA,"No (unknown)",NA
"Comoros","Robust national rabies control program implemented",NA,"No (unknown)",NA
"Comoros","Vaccine Availability",NA,"Limited availability",NA
"Comoros","RIG Availability",NA,"Limited availability",NA
"Cabo Verde","Robust national rabies surveillance",NA,"No (unknown)",NA
"Cabo Verde","Robust national rabies control program implemented",NA,"No (unknown)",NA
"Cabo Verde","Vaccine Availability",NA,"Limited availability",NA
"Cabo Verde","RIG Availability",NA,"Limited availability",NA
"Djibouti","Robust national rabies surveillance",NA,"No",NA
"Djibouti","Robust national rabies control program implemented",NA,"No",NA
"Djibouti","Vaccine Availability",NA,"Limited availability",NA
"Djibouti","RIG Availability",NA,"Limited availability",NA
"Algeria","Robust national rabies surveillance",NA,"No (unknown)",NA
"Algeria","Robust national rabies control program implemented",NA,"No (unknown)",NA
"Algeria","Vaccine Availability",NA,"Limited availability",NA
"Algeria","RIG Availability",NA,"Available",NA
"Eritrea","Robust national rabies surveillance",NA,"No",NA
"Eritrea","Robust national rabies control program implemented",NA,"No",NA
"Eritrea","Vaccine Availability",NA,"Limited availability",NA
"Eritrea","RIG Availability",NA,"Limited availability",NA
"Ethiopia","Robust national rabies surveillance",NA,"No",NA
"Ethiopia","Robust national rabies control program implemented",NA,"No",NA
"Ethiopia","Vaccine Availability",NA,"Limited availability",NA
"Ethiopia","RIG Availability",NA,"Limited availability",NA
